From,To,Capacity,Length,FreeFlowTime,B,Power,SpeedLimit,CriticalSpeed,Lanes,overall_capacity,Overall_capacity
3470,2459,400.0,0.23,0.345,0.667,4.0,40,24.0,1,400.0,400.0
3471,2053,1100.0,0.53,0.424,0.282,4.0,75,58.5,2,2200.0,2200.0
3472,3910,1100.0,0.12,0.131,0.282,4.0,55,42.9,2,2200.0,2200.0
3473,2926,600.0,0.85,1.02,0.667,4.0,50,30.0,1,600.0,600.0
3473,3206,600.0,0.2,0.267,0.667,4.0,45,27.0,1,600.0,600.0
3474,3475,400.0,0.42,1.008,0.667,4.0,25,15.0,1,400.0,400.0
3474,1891,800.0,0.05,0.055,0.282,4.0,55,42.9,1,800.0,800.0
3474,2815,800.0,0.34,0.371,0.282,4.0,55,42.9,1,800.0,800.0
3475,3699,400.0,0.35,0.84,0.667,4.0,25,15.0,1,400.0,400.0
3475,3474,400.0,0.42,1.008,0.667,4.0,25,15.0,1,400.0,400.0
3476,2957,800.0,0.2,0.267,0.282,4.0,45,35.1,1,800.0,800.0
3476,2958,800.0,0.18,0.24,0.282,4.0,45,35.1,1,800.0,800.0
3476,3148,400.0,0.15,0.3,0.667,4.0,30,18.0,1,400.0,400.0
3477,3015,800.0,0.83,0.766,0.282,4.0,65,50.7,1,800.0,800.0
3477,3409,800.0,1.01,0.932,0.282,4.0,65,50.7,1,800.0,800.0
3477,860,1800.0,0.81,2.025,0.0,4.0,24,24.0,5,9000.0,9000.0
3478,4726,600.0,0.18,0.216,0.667,4.0,50,30.0,1,600.0,600.0
3478,3236,600.0,0.14,0.168,0.667,4.0,50,30.0,1,600.0,600.0
3479,3480,400.0,0.09,0.18,0.667,4.0,30,18.0,1,400.0,400.0
3479,1213,600.0,0.12,0.16,0.667,4.0,45,27.0,1,600.0,600.0
3479,2107,600.0,0.1,0.133,0.667,4.0,45,27.0,1,600.0,600.0
3480,3481,400.0,0.36,0.864,0.667,4.0,25,15.0,1,400.0,400.0
3480,3479,400.0,0.09,0.18,0.667,4.0,30,18.0,1,400.0,400.0
3481,2382,400.0,0.2,0.267,0.667,4.0,45,27.0,1,400.0,400.0
3481,3308,400.0,0.3,0.4,0.667,4.0,45,27.0,1,400.0,400.0
3481,3480,400.0,0.36,0.864,0.667,4.0,25,15.0,1,400.0,400.0
3482,3483,400.0,0.06,0.09,0.667,4.0,40,24.0,1,400.0,400.0
3482,2306,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
3482,3325,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
3483,2524,400.0,0.08,0.107,0.667,4.0,45,27.0,1,400.0,400.0
3483,2959,400.0,0.24,0.32,0.667,4.0,45,27.0,1,400.0,400.0
3483,3482,400.0,0.06,0.09,0.667,4.0,40,24.0,1,400.0,400.0
3484,4151,400.0,0.34,0.816,0.667,4.0,25,15.0,1,400.0,400.0
3485,3486,400.0,0.35,0.6,0.667,4.0,35,21.0,1,400.0,400.0
3485,2557,400.0,0.31,0.531,0.667,4.0,35,21.0,1,400.0,400.0
3485,2772,400.0,0.58,0.994,0.667,4.0,35,21.0,1,400.0,400.0
3486,3485,400.0,0.35,0.6,0.667,4.0,35,21.0,1,400.0,400.0
3487,3702,400.0,0.06,0.09,0.667,4.0,40,24.0,1,400.0,400.0
3487,2559,400.0,0.26,0.446,0.667,4.0,35,21.0,1,400.0,400.0
3487,3314,400.0,0.23,0.394,0.667,4.0,35,21.0,1,400.0,400.0
3488,3489,400.0,0.18,0.432,0.667,4.0,25,15.0,1,400.0,400.0
3488,3848,400.0,0.17,0.408,0.667,4.0,25,15.0,1,400.0,400.0
3488,424,1800.0,0.06,0.15,0.0,4.0,24,24.0,5,9000.0,9000.0
3489,4283,700.0,0.18,0.216,0.667,4.0,50,30.0,2,1400.0,1400.0
3489,2231,700.0,0.17,0.204,0.667,4.0,50,30.0,2,1400.0,1400.0
3489,3488,400.0,0.18,0.432,0.667,4.0,25,15.0,1,400.0,400.0
3489,423,1800.0,0.65,1.625,0.0,4.0,24,24.0,5,9000.0,9000.0
3490,3849,400.0,0.42,1.26,0.667,4.0,20,12.0,1,400.0,400.0
3490,4287,700.0,0.25,0.3,0.667,4.0,50,30.0,2,1400.0,1400.0
3490,2231,700.0,0.31,0.372,0.667,4.0,50,30.0,2,1400.0,1400.0
3490,423,1800.0,0.49,1.225,0.0,4.0,24,24.0,5,9000.0,9000.0
3491,1791,600.0,0.54,0.72,0.667,4.0,45,27.0,1,600.0,600.0
3491,3095,600.0,0.32,0.427,0.667,4.0,45,27.0,1,600.0,600.0
3492,3588,800.0,0.2,0.24,0.282,4.0,50,39.0,2,1600.0,1600.0
3492,3200,700.0,0.2,0.3,0.667,4.0,40,24.0,1,700.0,700.0
3492,3418,800.0,0.75,0.818,0.282,4.0,55,42.9,2,1600.0,1600.0
3492,969,1800.0,0.32,0.8,0.0,4.0,24,24.0,5,9000.0,9000.0
3493,4457,600.0,0.26,0.312,0.667,4.0,50,30.0,1,600.0,600.0
3493,4462,900.0,0.05,0.038,0.282,4.0,80,62.4,1,900.0,900.0
3493,609,1800.0,0.17,0.425,0.0,4.0,24,24.0,5,9000.0,9000.0
3494,3565,900.0,0.27,0.324,0.282,4.0,50,39.0,1,900.0,900.0
3494,3703,400.0,0.17,0.291,0.667,4.0,35,21.0,1,400.0,400.0
3494,1414,1000.0,0.14,0.153,0.282,4.0,55,42.9,2,2000.0,2000.0
3494,3205,1000.0,0.68,0.68,0.282,4.0,60,46.8,2,2000.0,2000.0
3495,3704,600.0,0.14,0.21,0.667,4.0,40,24.0,1,600.0,600.0
3495,1881,800.0,0.5,0.545,0.282,4.0,55,42.9,1,800.0,800.0
3495,2986,800.0,0.61,0.61,0.282,4.0,60,46.8,1,800.0,800.0
3496,3705,600.0,0.19,0.207,0.667,4.0,55,33.0,1,600.0,600.0
3496,1954,1400.0,0.37,0.278,0.225,4.0,80,65.3,2,2800.0,2800.0
3497,4470,1100.0,0.41,0.328,0.282,4.0,75,58.5,2,2200.0,2200.0
3497,2544,1100.0,0.23,0.212,0.282,4.0,65,50.7,2,2200.0,2200.0
3497,922,1800.0,0.28,0.7,0.0,4.0,24,24.0,5,9000.0,9000.0
3498,14,1800.0,0.24,0.131,0.225,4.0,110,89.76,4,7200.0,7200.0
3498,13,1800.0,0.24,0.131,0.225,4.0,110,89.76,4,7200.0,7200.0
3499,2917,1800.0,1.07,0.584,0.225,4.0,110,89.8,4,7200.0,7200.0
3500,3842,700.0,0.27,0.36,0.667,4.0,45,27.0,2,1400.0,1400.0
3500,2945,800.0,0.28,0.258,0.282,4.0,65,50.7,2,1600.0,1600.0
3500,2981,400.0,0.66,0.99,0.667,4.0,40,24.0,1,400.0,400.0
3500,3201,800.0,0.28,0.258,0.282,4.0,65,50.7,2,1600.0,1600.0
3501,3856,400.0,0.46,0.92,0.667,4.0,30,18.0,1,400.0,400.0
3501,4458,1200.0,0.05,0.06,0.282,4.0,50,39.0,2,2400.0,2400.0
3501,4459,800.0,0.05,0.055,0.282,4.0,55,42.9,1,800.0,800.0
3501,4460,800.0,0.05,0.06,0.282,4.0,50,39.0,2,1600.0,1600.0
3502,1206,400.0,0.7,0.764,0.667,4.0,55,33.0,1,400.0,400.0
3502,3000,400.0,1.3,1.418,0.667,4.0,55,33.0,1,400.0,400.0
3502,1011,1800.0,0.13,0.325,0.0,4.0,24,24.0,5,9000.0,9000.0
3503,3834,1100.0,0.69,0.552,0.282,4.0,75,58.5,2,2200.0,2200.0
3503,3900,1100.0,0.21,0.194,0.282,4.0,65,50.7,2,2200.0,2200.0
3504,3167,600.0,0.24,0.32,0.667,4.0,45,27.0,1,600.0,600.0
3504,3169,600.0,0.61,0.732,0.667,4.0,50,30.0,1,600.0,600.0
3505,3506,800.0,0.66,0.66,0.282,4.0,60,46.8,2,1600.0,1600.0
3505,3576,800.0,0.36,0.36,0.282,4.0,60,46.8,1,800.0,800.0
3505,2939,600.0,0.31,0.338,0.667,4.0,55,33.0,1,600.0,600.0
3506,3204,800.0,0.64,0.698,0.282,4.0,55,42.9,2,1600.0,1600.0
3506,3505,800.0,0.66,0.66,0.282,4.0,60,46.8,2,1600.0,1600.0
3507,3707,400.0,2.32,3.093,0.667,4.0,45,27.0,1,400.0,400.0
3507,3292,600.0,1.85,2.22,0.667,4.0,50,30.0,1,600.0,600.0
3507,3293,800.0,1.23,1.23,0.282,4.0,60,46.8,1,800.0,800.0
3508,3509,750.0,0.05,0.075,0.282,4.0,40,31.2,2,1500.0,1500.0
3509,3512,750.0,0.14,0.21,0.282,4.0,40,31.2,2,1500.0,1500.0
3509,2858,900.0,0.5,0.429,0.225,4.0,70,57.1,1,900.0,900.0
3510,3711,600.0,0.27,0.36,0.667,4.0,45,27.0,1,600.0,600.0
3510,3719,400.0,0.24,0.36,0.667,4.0,40,24.0,1,400.0,400.0
3510,3884,600.0,0.47,0.705,0.667,4.0,40,24.0,1,600.0,600.0
3510,3842,700.0,0.34,0.453,0.667,4.0,45,27.0,2,1400.0,1400.0
3511,2853,900.0,0.43,0.397,0.225,4.0,65,53.0,1,900.0,900.0
3511,2856,750.0,0.11,0.165,0.282,4.0,40,31.2,2,1500.0,1500.0
3512,2855,750.0,0.05,0.075,0.282,4.0,40,31.2,2,1500.0,1500.0
3513,3708,600.0,0.07,0.105,0.667,4.0,40,24.0,1,600.0,600.0
3513,3709,600.0,0.07,0.105,0.667,4.0,40,24.0,1,600.0,600.0
3513,1885,900.0,0.66,0.609,0.282,4.0,65,50.7,2,1800.0,1800.0
3513,3278,900.0,0.99,0.914,0.282,4.0,65,50.7,2,1800.0,1800.0
3514,1884,500.0,0.15,0.225,0.667,4.0,40,24.0,1,500.0,500.0
3514,358,1800.0,0.26,0.65,0.0,4.0,24,24.0,5,9000.0,9000.0
3515,4136,1400.0,0.05,0.04,0.282,4.0,75,58.5,3,4200.0,4200.0
3515,4139,800.0,0.05,0.086,0.282,4.0,35,27.3,2,1600.0,1600.0
3516,1180,700.0,0.1,0.12,0.667,4.0,50,30.0,1,700.0,700.0
3516,1186,700.0,0.35,0.42,0.667,4.0,50,30.0,1,700.0,700.0
3517,1341,400.0,0.46,0.552,0.667,4.0,50,30.0,1,400.0,400.0
3517,1861,400.0,0.43,0.516,0.667,4.0,50,30.0,1,400.0,400.0
3517,838,1800.0,0.13,0.325,0.0,4.0,24,24.0,5,9000.0,9000.0
3518,1343,400.0,0.28,0.373,0.667,4.0,45,27.0,1,400.0,400.0
3518,1862,400.0,0.35,0.467,0.667,4.0,45,27.0,1,400.0,400.0
3519,1366,600.0,0.4,0.436,0.667,4.0,55,33.0,1,600.0,600.0
3519,1857,600.0,0.33,0.36,0.667,4.0,55,33.0,1,600.0,600.0
3520,1856,700.0,0.06,0.065,0.667,4.0,55,33.0,2,1400.0,1400.0
3520,3441,700.0,0.2,0.218,0.667,4.0,55,33.0,2,1400.0,1400.0
3521,1862,400.0,0.11,0.165,0.667,4.0,40,24.0,1,400.0,400.0
3521,2248,400.0,0.13,0.195,0.667,4.0,40,24.0,1,400.0,400.0
3521,836,1800.0,0.15,0.375,0.0,4.0,24,24.0,5,9000.0,9000.0
3522,1871,400.0,0.19,0.228,0.667,4.0,50,30.0,1,400.0,400.0
3522,2054,400.0,0.16,0.192,0.667,4.0,50,30.0,1,400.0,400.0
3523,1874,400.0,0.13,0.173,0.667,4.0,45,27.0,1,400.0,400.0
3523,2932,400.0,0.12,0.16,0.667,4.0,45,27.0,1,400.0,400.0
3524,1888,400.0,0.09,0.135,0.667,4.0,40,24.0,1,400.0,400.0
3524,2127,400.0,0.18,0.27,0.667,4.0,40,24.0,1,400.0,400.0
3524,843,1800.0,0.05,0.125,0.0,4.0,24,24.0,5,9000.0,9000.0
3525,1889,800.0,0.14,0.168,0.282,4.0,50,39.0,2,1600.0,1600.0
3525,1890,800.0,0.1,0.12,0.282,4.0,50,39.0,2,1600.0,1600.0
3526,1889,800.0,0.13,0.156,0.282,4.0,50,39.0,2,1600.0,1600.0
3526,1944,800.0,0.15,0.18,0.282,4.0,50,39.0,2,1600.0,1600.0
3527,3874,400.0,0.08,0.12,0.667,4.0,40,24.0,1,400.0,400.0
3527,2214,400.0,0.12,0.18,0.667,4.0,40,24.0,1,400.0,400.0
3528,1890,400.0,0.11,0.165,0.667,4.0,40,24.0,1,400.0,400.0
3528,1945,400.0,0.08,0.12,0.667,4.0,40,24.0,1,400.0,400.0
3529,3530,500.0,0.16,0.213,0.667,4.0,45,27.0,1,500.0,500.0
3529,1941,500.0,0.13,0.173,0.667,4.0,45,27.0,1,500.0,500.0
3529,834,300.0,0.16,0.4,0.0,4.0,24,24.0,5,1500.0,1500.0
3530,3531,400.0,0.27,0.36,0.667,4.0,45,27.0,1,400.0,400.0
3530,3529,500.0,0.16,0.213,0.667,4.0,45,27.0,1,500.0,500.0
3531,2426,500.0,0.12,0.16,0.667,4.0,45,27.0,1,500.0,500.0
3531,3530,400.0,0.27,0.36,0.667,4.0,45,27.0,1,400.0,400.0
3532,1944,500.0,0.11,0.147,0.667,4.0,45,27.0,1,500.0,500.0
3532,2426,500.0,0.09,0.12,0.667,4.0,45,27.0,1,500.0,500.0
3532,834,400.0,0.13,0.325,0.0,4.0,24,24.0,5,2000.0,2000.0
3533,3874,400.0,0.32,0.96,0.667,4.0,20,12.0,1,400.0,400.0
3533,1945,400.0,0.06,0.09,0.667,4.0,40,24.0,1,400.0,400.0
3533,2226,400.0,0.1,0.15,0.667,4.0,40,24.0,1,400.0,400.0
3534,2009,400.0,0.25,0.375,0.667,4.0,40,24.0,1,400.0,400.0
3534,2226,400.0,0.44,0.66,0.667,4.0,40,24.0,1,400.0,400.0
3534,842,1800.0,0.11,0.275,0.0,4.0,24,24.0,5,9000.0,9000.0
3535,2054,400.0,0.11,0.147,0.667,4.0,45,27.0,1,400.0,400.0
3535,2421,400.0,0.13,0.173,0.667,4.0,45,27.0,1,400.0,400.0
3536,2128,400.0,0.17,0.255,0.667,4.0,40,24.0,1,400.0,400.0
3536,2129,400.0,0.1,0.15,0.667,4.0,40,24.0,1,400.0,400.0
3536,843,1800.0,0.05,0.125,0.0,4.0,24,24.0,5,9000.0,9000.0
3537,2128,400.0,0.13,0.195,0.667,4.0,40,24.0,1,400.0,400.0
3537,2423,400.0,0.15,0.225,0.667,4.0,40,24.0,1,400.0,400.0
3538,2428,400.0,0.21,0.315,0.667,4.0,40,24.0,1,400.0,400.0
3538,2429,400.0,0.15,0.225,0.667,4.0,40,24.0,1,400.0,400.0
3539,3540,400.0,0.18,0.27,0.667,4.0,40,24.0,1,400.0,400.0
3539,1876,400.0,0.29,0.387,0.667,4.0,45,27.0,1,400.0,400.0
3539,2998,400.0,0.07,0.093,0.667,4.0,45,27.0,1,400.0,400.0
3540,3539,400.0,0.18,0.27,0.667,4.0,40,24.0,1,400.0,400.0
3541,3710,700.0,0.18,0.27,0.667,4.0,40,24.0,1,700.0,700.0
3541,3711,600.0,0.66,0.88,0.667,4.0,45,27.0,1,600.0,600.0
3541,3416,600.0,0.66,0.88,0.667,4.0,45,27.0,1,600.0,600.0
3541,869,1800.0,0.26,0.65,0.0,4.0,24,24.0,5,9000.0,9000.0
3542,3552,400.0,0.12,0.18,0.667,4.0,40,24.0,1,400.0,400.0
3542,1302,400.0,0.18,0.27,0.667,4.0,40,24.0,1,400.0,400.0
3542,3449,400.0,0.24,0.36,0.667,4.0,40,24.0,1,400.0,400.0
3543,3544,400.0,0.1,0.133,0.667,4.0,45,27.0,1,400.0,400.0
3543,1888,500.0,0.06,0.08,0.667,4.0,45,27.0,1,500.0,500.0
3543,2129,500.0,0.06,0.08,0.667,4.0,45,27.0,1,500.0,500.0
3544,3545,400.0,0.19,0.253,0.667,4.0,45,27.0,1,400.0,400.0
3544,3543,400.0,0.1,0.133,0.667,4.0,45,27.0,1,400.0,400.0
3545,1951,500.0,0.05,0.075,0.667,4.0,40,24.0,1,500.0,500.0
3545,2935,500.0,0.06,0.09,0.667,4.0,40,24.0,1,500.0,500.0
3545,3544,400.0,0.19,0.253,0.667,4.0,45,27.0,1,400.0,400.0
3546,3547,600.0,0.43,0.573,0.667,4.0,45,27.0,1,600.0,600.0
3546,3177,600.0,0.66,0.792,0.667,4.0,50,30.0,1,600.0,600.0
3547,4431,800.0,0.07,0.06,0.282,4.0,70,54.6,2,1600.0,1600.0
3547,3546,600.0,0.43,0.573,0.667,4.0,45,27.0,1,600.0,600.0
3547,1905,800.0,0.12,0.131,0.282,4.0,55,42.9,2,1600.0,1600.0
3548,3857,400.0,0.2,0.4,0.667,4.0,30,18.0,1,400.0,400.0
3548,3191,800.0,0.25,0.273,0.282,4.0,55,42.9,2,1600.0,1600.0
3548,3365,800.0,0.55,0.508,0.282,4.0,65,50.7,2,1600.0,1600.0
3548,998,1800.0,0.18,0.45,0.0,4.0,24,24.0,5,9000.0,9000.0
3549,3722,600.0,0.45,0.6,0.667,4.0,45,27.0,1,600.0,600.0
3549,4528,1400.0,0.07,0.056,0.282,4.0,75,58.5,2,2800.0,2800.0
3549,4529,1400.0,0.1,0.08,0.282,4.0,75,58.5,2,2800.0,2800.0
3550,3179,600.0,0.39,0.468,0.667,4.0,50,30.0,1,600.0,600.0
3550,2878,600.0,0.42,0.504,0.667,4.0,50,30.0,1,600.0,600.0
3551,3552,400.0,0.09,0.135,0.667,4.0,40,24.0,1,400.0,400.0
3552,1295,400.0,0.48,0.72,0.667,4.0,40,24.0,1,400.0,400.0
3552,3542,400.0,0.12,0.18,0.667,4.0,40,24.0,1,400.0,400.0
3552,3551,400.0,0.09,0.135,0.667,4.0,40,24.0,1,400.0,400.0
3553,3554,400.0,0.1,0.15,0.667,4.0,40,24.0,1,400.0,400.0
3553,2936,400.0,0.11,0.132,0.667,4.0,50,30.0,1,400.0,400.0
3553,2937,400.0,0.09,0.108,0.667,4.0,50,30.0,1,400.0,400.0
3554,2933,200.0,0.11,0.189,0.667,4.0,35,21.0,1,200.0,200.0
3554,2936,200.0,0.13,0.223,0.667,4.0,35,21.0,1,200.0,200.0
3554,3553,400.0,0.1,0.15,0.667,4.0,40,24.0,1,400.0,400.0
3555,2997,400.0,0.11,0.165,0.667,4.0,40,24.0,1,400.0,400.0
3555,2998,400.0,0.17,0.255,0.667,4.0,40,24.0,1,400.0,400.0
3556,1308,400.0,0.05,0.075,0.667,4.0,40,24.0,1,400.0,400.0
3556,1309,400.0,0.05,0.075,0.667,4.0,40,24.0,1,400.0,400.0
3556,3231,400.0,0.12,0.18,0.667,4.0,40,24.0,1,400.0,400.0
3557,3861,300.0,0.47,1.128,0.667,4.0,25,15.0,1,300.0,300.0
3557,3860,300.0,0.31,0.744,0.667,4.0,25,15.0,1,300.0,300.0
3557,658,1800.0,0.14,0.35,0.0,4.0,24,24.0,5,9000.0,9000.0
3558,4714,700.0,0.16,0.213,0.667,4.0,45,27.0,2,1400.0,1400.0
3558,2895,600.0,0.39,0.468,0.667,4.0,50,30.0,1,600.0,600.0
3558,2924,700.0,0.33,0.44,0.667,4.0,45,27.0,2,1400.0,1400.0
3559,4788,1100.0,0.07,0.065,0.282,4.0,65,50.7,3,3300.0,3300.0
3559,2600,1100.0,0.39,0.36,0.282,4.0,65,50.7,3,3300.0,3300.0
3559,3415,600.0,0.05,0.075,0.667,4.0,40,24.0,1,600.0,600.0
3560,3846,400.0,0.1,0.2,0.667,4.0,30,18.0,1,400.0,400.0
3560,573,1800.0,0.12,0.3,0.0,4.0,24,24.0,5,9000.0,9000.0
3561,4512,1700.0,0.22,0.139,0.225,4.0,95,77.5,4,6800.0,6800.0
3562,2850,1800.0,0.37,0.234,0.225,4.0,95,77.5,3,5400.0,5400.0
3563,3712,600.0,0.23,0.345,0.667,4.0,40,24.0,1,600.0,600.0
3563,3850,600.0,0.35,0.525,0.667,4.0,40,24.0,1,600.0,600.0
3563,949,1800.0,0.17,0.425,0.0,4.0,24,24.0,5,9000.0,9000.0
3564,4734,800.0,0.77,0.616,0.282,4.0,75,58.5,2,1600.0,1600.0
3564,2548,800.0,0.43,0.344,0.282,4.0,75,58.5,2,1600.0,1600.0
3565,3713,400.0,0.07,0.12,0.667,4.0,35,21.0,1,400.0,400.0
3565,2810,900.0,0.25,0.3,0.282,4.0,50,39.0,1,900.0,900.0
3565,3494,900.0,0.27,0.324,0.282,4.0,50,39.0,1,900.0,900.0
3566,3941,1000.0,0.35,0.382,0.282,4.0,55,42.9,2,2000.0,2000.0
3566,4466,1000.0,0.84,0.775,0.282,4.0,65,50.7,2,2000.0,2000.0
3567,1136,800.0,0.09,0.108,0.282,4.0,50,39.0,1,800.0,800.0
3567,2056,800.0,0.1,0.133,0.282,4.0,45,35.1,2,1600.0,1600.0
3568,4775,800.0,0.18,0.166,0.282,4.0,65,50.7,2,1600.0,1600.0
3568,1830,800.0,0.48,0.443,0.282,4.0,65,50.7,2,1600.0,1600.0
3568,231,1800.0,0.38,0.95,0.0,4.0,24,24.0,5,9000.0,9000.0
3569,4773,400.0,0.72,0.665,0.667,4.0,65,39.0,1,400.0,400.0
3569,1832,400.0,0.61,0.563,0.667,4.0,65,39.0,1,400.0,400.0
3569,218,1800.0,0.65,1.625,0.0,4.0,24,24.0,5,9000.0,9000.0
3570,4342,700.0,0.05,0.06,0.667,4.0,50,30.0,2,1400.0,1400.0
3570,4343,900.0,0.05,0.06,0.282,4.0,50,39.0,2,1800.0,1800.0
3570,4349,800.0,0.05,0.06,0.282,4.0,50,39.0,2,1600.0,1600.0
3571,4339,800.0,0.05,0.06,0.282,4.0,50,39.0,2,1600.0,1600.0
3571,4340,900.0,0.05,0.06,0.282,4.0,50,39.0,2,1800.0,1800.0
3571,4349,800.0,0.05,0.06,0.282,4.0,50,39.0,2,1600.0,1600.0
3572,4346,900.0,0.23,0.307,0.282,4.0,45,35.1,1,900.0,900.0
3572,1844,1100.0,0.58,0.497,0.282,4.0,70,54.6,2,2200.0,2200.0
3572,1845,1100.0,0.59,0.506,0.282,4.0,70,54.6,2,2200.0,2200.0
3573,3714,400.0,0.66,0.99,0.667,4.0,40,24.0,1,400.0,400.0
3573,1884,600.0,0.45,0.491,0.667,4.0,55,33.0,1,600.0,600.0
3573,2729,600.0,0.17,0.185,0.667,4.0,55,33.0,1,600.0,600.0
3573,920,1800.0,0.23,0.575,0.0,4.0,24,24.0,5,9000.0,9000.0
3574,3041,800.0,0.44,0.406,0.282,4.0,65,50.7,2,1600.0,1600.0
3574,2209,800.0,0.18,0.166,0.282,4.0,65,50.7,2,1600.0,1600.0
3575,3717,400.0,0.34,0.583,0.667,4.0,35,21.0,1,400.0,400.0
3575,3189,700.0,0.25,0.333,0.667,4.0,45,27.0,2,1400.0,1400.0
3575,3370,600.0,0.25,0.333,0.667,4.0,45,27.0,1,600.0,600.0
3575,563,1800.0,0.13,0.325,0.0,4.0,24,24.0,5,9000.0,9000.0
3576,3505,800.0,0.36,0.36,0.282,4.0,60,46.8,1,800.0,800.0
3576,16,800.0,0.36,0.36,0.282,4.0,60,46.8,1,800.0,800.0
3577,3578,400.0,0.47,0.806,0.667,4.0,35,21.0,1,400.0,400.0
3577,1181,400.0,0.63,0.84,0.667,4.0,45,27.0,1,400.0,400.0
3577,2387,400.0,0.32,0.427,0.667,4.0,45,27.0,1,400.0,400.0
3578,1178,400.0,0.97,1.293,0.667,4.0,45,27.0,1,400.0,400.0
3578,2387,400.0,0.52,0.693,0.667,4.0,45,27.0,1,400.0,400.0
3578,3577,400.0,0.47,0.806,0.667,4.0,35,21.0,1,400.0,400.0
3579,3681,600.0,0.43,0.737,0.667,4.0,35,21.0,1,600.0,600.0
3579,3715,600.0,0.97,1.058,0.667,4.0,55,33.0,1,600.0,600.0
3579,135,1800.0,0.52,1.3,0.0,4.0,24,24.0,5,9000.0,9000.0
3580,3582,400.0,0.4,0.533,0.667,4.0,45,27.0,1,400.0,400.0
3580,3325,400.0,0.21,0.28,0.667,4.0,45,27.0,1,400.0,400.0
3580,3334,400.0,0.33,0.44,0.667,4.0,45,27.0,1,400.0,400.0
3581,3716,600.0,0.19,0.253,0.667,4.0,45,27.0,1,600.0,600.0
3581,3717,400.0,0.09,0.154,0.667,4.0,35,21.0,1,400.0,400.0
3582,3334,400.0,0.66,0.88,0.667,4.0,45,27.0,1,400.0,400.0
3582,3580,400.0,0.4,0.533,0.667,4.0,45,27.0,1,400.0,400.0
3583,3584,400.0,0.38,0.456,0.667,4.0,50,30.0,1,400.0,400.0
3583,3307,400.0,0.52,0.624,0.667,4.0,50,30.0,1,400.0,400.0
3583,773,1800.0,0.19,0.475,0.0,4.0,24,24.0,5,9000.0,9000.0
3584,3307,400.0,0.09,0.108,0.667,4.0,50,30.0,1,400.0,400.0
3584,3583,400.0,0.38,0.456,0.667,4.0,50,30.0,1,400.0,400.0
3585,1207,800.0,0.05,0.046,0.282,4.0,65,50.7,1,800.0,800.0
3585,1208,600.0,0.28,0.258,0.667,4.0,65,39.0,1,600.0,600.0
3586,3718,400.0,0.27,0.324,0.667,4.0,50,30.0,1,400.0,400.0
3586,3719,400.0,0.89,1.335,0.667,4.0,40,24.0,1,400.0,400.0
3586,3354,400.0,0.66,0.88,0.667,4.0,45,27.0,1,400.0,400.0
3587,1207,800.0,0.1,0.109,0.282,4.0,55,42.9,1,800.0,800.0
3587,1209,800.0,0.77,0.711,0.282,4.0,65,50.7,1,800.0,800.0
3588,3706,800.0,0.22,0.264,0.282,4.0,50,39.0,2,1600.0,1600.0
3588,3895,400.0,0.28,0.42,0.667,4.0,40,24.0,1,400.0,400.0
3588,3492,800.0,0.2,0.24,0.282,4.0,50,39.0,2,1600.0,1600.0
3589,1482,400.0,0.69,0.92,0.667,4.0,45,27.0,1,400.0,400.0
3589,1483,400.0,0.24,0.32,0.667,4.0,45,27.0,1,400.0,400.0
3590,2100,400.0,0.08,0.107,0.667,4.0,45,27.0,1,400.0,400.0
3590,2274,400.0,0.22,0.293,0.667,4.0,45,27.0,1,400.0,400.0
3591,2787,800.0,0.11,0.132,0.282,4.0,50,39.0,1,800.0,800.0
3591,2973,800.0,0.25,0.3,0.282,4.0,50,39.0,1,800.0,800.0
3592,2787,400.0,0.17,0.204,0.667,4.0,50,30.0,1,400.0,400.0
3592,2974,400.0,0.31,0.372,0.667,4.0,50,30.0,1,400.0,400.0
3593,3673,700.0,0.1,0.15,0.667,4.0,40,24.0,1,700.0,700.0
3593,2003,700.0,0.29,0.435,0.667,4.0,40,24.0,1,700.0,700.0
3594,561,400.0,0.23,0.575,0.0,4.0,24,24.0,5,2000.0,2000.0
3595,1070,800.0,0.55,0.55,0.282,4.0,60,46.8,2,1600.0,1600.0
3595,1071,800.0,0.18,0.196,0.282,4.0,55,42.9,2,1600.0,1600.0
3595,995,1800.0,0.13,0.325,0.0,4.0,24,24.0,5,9000.0,9000.0
3596,1074,400.0,0.14,0.21,0.667,4.0,40,24.0,1,400.0,400.0
3596,996,1800.0,0.18,0.45,0.0,4.0,24,24.0,5,9000.0,9000.0
3597,4081,1100.0,1.04,0.832,0.282,4.0,75,58.5,2,2200.0,2200.0
3597,4086,1100.0,1.08,0.864,0.282,4.0,75,58.5,2,2200.0,2200.0
3597,1027,1800.0,0.15,0.375,0.0,4.0,24,24.0,5,9000.0,9000.0
3598,1139,800.0,0.15,0.18,0.282,4.0,50,39.0,1,800.0,800.0
3598,1140,800.0,0.29,0.348,0.282,4.0,50,39.0,1,800.0,800.0
3598,1046,1800.0,0.23,0.575,0.0,4.0,24,24.0,5,9000.0,9000.0
3599,1224,800.0,0.2,0.218,0.282,4.0,55,42.9,2,1600.0,1600.0
3599,1226,800.0,0.11,0.132,0.282,4.0,50,39.0,2,1600.0,1600.0
